feature,value_0,value_1,value_2,value_3,value_4
"Религия, клубы_*_Семья_никогда не был(а) в браке",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Семья_никогда не был(а) в браке",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Семья_никогда не был(а) в браке",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Семья_никогда не был(а) в браке",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Семья_раздельное проживание (официально не разведены)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Семья_раздельное проживание (официально не разведены)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Семья_раздельное проживание (официально не разведены)",0.012230666055611199,0.0,0.0,0.0,0.0
"Религия, клубы_/_Семья_раздельное проживание (официально не разведены)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.008227018440685976,0.0,0.0,0.0,0.0
"Религия, клубы_*_Этнос_европейская",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Этнос_европейская",0.005015568036267086,0.0,0.0,0.0,0.0
"Религия, клубы_-_Этнос_европейская",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Этнос_европейская",0.008114109069668893,0.0,0.0,0.0,0.0
"Религия, клубы_*_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.017142516311604957,0.0,0.0,0.0,0.0
"Религия, клубы_/_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Армяне",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Армяне",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Армяне",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Армяне",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Белорусы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Белорусы",0.010457834530571612,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Белорусы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Белорусы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Другие национальности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Другие национальности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Другие национальности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Другие национальности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Казахи",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Казахи",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Казахи",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Казахи",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Немцы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Немцы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Немцы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Немцы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Русские",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Русские",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Русские",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Русские",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Татары",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Татары",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Татары",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Татары",0.016198227218295128,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Украинцы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Украинцы",0.0,0.038776173781823964,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Украинцы",0.0,0.0,0.0,0.037892587039443475,0.0
"Религия, клубы_/_Национальность_Украинцы",0.015022375068710358,0.0,0.0,0.0,0.0
"Религия, клубы_*_Национальность_Чуваши",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Национальность_Чуваши",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Национальность_Чуваши",0.0373498246458588,0.0,0.0,0.0,0.0
"Религия, клубы_/_Национальность_Чуваши",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Религия_Атеист / агностик",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Религия_Атеист / агностик",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Религия_Атеист / агностик",0.00593721919755582,0.0,0.0,0.0,0.0
"Религия, клубы_/_Религия_Атеист / агностик",0.0,0.0,0.0,0.0,0.0778117548738141
"Религия, клубы_*_Религия_Ислам",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Религия_Ислам",0.025612030079180673,0.0,0.12091394027613088,0.0,0.0
"Религия, клубы_-_Религия_Ислам",0.00573307622627702,0.0,0.0,0.0,0.0
"Религия, клубы_/_Религия_Ислам",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Религия_Нет",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Религия_Нет",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Религия_Нет",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Религия_Нет",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Религия_Христианство",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Религия_Христианство",0.0,0.0,0.0,0.0,0.21141102856445018
"Религия, клубы_-_Религия_Христианство",0.0,0.0,0.08630470098806542,0.0,0.0
"Религия, клубы_/_Религия_Христианство",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Образование_2 - начальная школа",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Образование_2 - начальная школа",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Образование_2 - начальная школа",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Образование_2 - начальная школа",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Образование_3 - средняя школа / закон.среднее / выше среднего",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Образование_3 - средняя школа / закон.среднее / выше среднего",0.0,0.6645629178911118,0.0,0.0,0.0
"Религия, клубы_-_Образование_3 - средняя школа / закон.среднее / выше среднего",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Образование_3 - средняя школа / закон.среднее / выше среднего",0.008300153536189547,0.0,0.0,0.0,0.0
"Религия, клубы_*_Образование_4 - профессиональное училище",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Образование_4 - профессиональное училище",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Образование_4 - профессиональное училище",0.0,0.0,0.14565736712058908,0.0,0.0
"Религия, клубы_/_Образование_4 - профессиональное училище",0.006704160173315931,0.0,0.0,0.0,0.0
"Религия, клубы_*_Образование_5 - ВУЗ",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Образование_5 - ВУЗ",0.0786126856508623,0.14694677204828874,0.0,0.0,0.0
"Религия, клубы_-_Образование_5 - ВУЗ",0.0,0.0,0.12701570168800036,0.0,0.0
"Религия, клубы_/_Образование_5 - ВУЗ",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_ведение домашнего хозяйства",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_ведение домашнего хозяйства",0.020784303185952493,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_ведение домашнего хозяйства",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_ведение домашнего хозяйства",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_вооруженные силы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_вооруженные силы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_вооруженные силы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_вооруженные силы",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_дипломированные специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_дипломированные специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_дипломированные специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_дипломированные специалисты",0.0,0.0,0.0,0.0,0.2625202814867727
"Религия, клубы_*_Профессия_квалифицированные работники сельского хозяйства и рыболовного",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_квалифицированные работники сельского хозяйства и рыболовного",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_квалифицированные работники сельского хозяйства и рыболовного",0.0,0.0,0.0,0.10181145423716557,0.0
"Религия, клубы_/_Профессия_квалифицированные работники сельского хозяйства и рыболовного",0.0,0.0,0.07014980073006281,0.0,0.0
"Религия, клубы_*_Профессия_низкоквалифицированные работники",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_низкоквалифицированные работники",0.0,0.0,0.0,0.0010060238718231436,0.0
"Религия, клубы_-_Профессия_низкоквалифицированные работники",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_низкоквалифицированные работники",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_операторы и монтажники установок и машинного оборудования",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_операторы и монтажники установок и машинного оборудования",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_операторы и монтажники установок и машинного оборудования",0.0,0.0,0.020427878318752948,0.0,0.0
"Религия, клубы_/_Профессия_операторы и монтажники установок и машинного оборудования",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.04747592869435428,0.0,0.0,0.0
"Религия, клубы_/_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.009097655293245521,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_ремесленники и представители других отраслей промышленности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_ремесленники и представители других отраслей промышленности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_ремесленники и представители других отраслей промышленности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_ремесленники и представители других отраслей промышленности",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_служащие",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_служащие",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_служащие",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_служащие",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Профессия_техники и младшие специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Профессия_техники и младшие специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Профессия_техники и младшие специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Профессия_техники и младшие специалисты",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Статус Курения_Бросил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Статус Курения_Бросил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Статус Курения_Бросил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Статус Курения_Бросил(а)",0.0,0.2887804708414488,0.0,0.0,0.0
"Религия, клубы_*_Статус Курения_Курит",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Статус Курения_Курит",0.0,0.0,0.0,0.03800184506872662,0.0
"Религия, клубы_-_Статус Курения_Курит",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Статус Курения_Курит",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Статус Курения_Никогда не курил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Статус Курения_Никогда не курил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Статус Курения_Никогда не курил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Статус Курения_Никогда не курил(а)",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Частота пасс кур_1-2 раза в неделю",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Частота пасс кур_1-2 раза в неделю",0.006885525531093594,0.0,0.0,0.0,0.0
"Религия, клубы_-_Частота пасс кур_1-2 раза в неделю",0.0,0.0,0.022243879144683412,0.0,0.0
"Религия, клубы_/_Частота пасс кур_1-2 раза в неделю",0.042928861664541046,0.0,0.0,0.0,0.0
"Религия, клубы_*_Частота пасс кур_2-3 раза в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Частота пасс кур_2-3 раза в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Частота пасс кур_2-3 раза в день",0.0,0.0,0.015169353051318637,0.0,0.0
"Религия, клубы_/_Частота пасс кур_2-3 раза в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Частота пасс кур_3-6 раз в неделю",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Частота пасс кур_3-6 раз в неделю",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Частота пасс кур_3-6 раз в неделю",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Частота пасс кур_3-6 раз в неделю",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Частота пасс кур_4 и более раз в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Частота пасс кур_4 и более раз в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Частота пасс кур_4 и более раз в день",0.014565840225396035,0.0,0.0,0.0,0.0
"Религия, клубы_/_Частота пасс кур_4 и более раз в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Частота пасс кур_не менее 1 раза в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Частота пасс кур_не менее 1 раза в день",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Частота пасс кур_не менее 1 раза в день",0.019333207372969403,0.0,0.0,0.0,0.0
"Религия, клубы_/_Частота пасс кур_не менее 1 раза в день",0.0,0.030939152016901526,0.0,0.0,0.0
"Религия, клубы_*_Алкоголь_никогда не употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Алкоголь_никогда не употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_Алкоголь_никогда не употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_Алкоголь_никогда не употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Алкоголь_ранее употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Алкоголь_ранее употреблял",0.006442101725026123,0.0,0.0,0.05121362447360316,0.0
"Религия, клубы_-_Алкоголь_ранее употреблял",0.0,0.0,0.0,0.15700110364883715,0.0
"Религия, клубы_/_Алкоголь_ранее употреблял",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_Алкоголь_употребляю в настоящее время",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_Алкоголь_употребляю в настоящее время",0.0,0.0,0.0,0.0,0.27204201774553105
"Религия, клубы_-_Алкоголь_употребляю в настоящее время",0.08131232449947914,0.0,0.0,0.0,0.0
"Религия, клубы_/_Алкоголь_употребляю в настоящее время",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_hour_Время засыпания",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_hour_Время засыпания",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_-_hour_Время засыпания",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_hour_Время засыпания",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_*_hour_Время пробуждения",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_+_hour_Время пробуждения",0.022137838446038022,0.0,0.0,0.0,0.0
"Религия, клубы_-_hour_Время пробуждения",0.0,0.0,0.0,0.0,0.0
"Религия, клубы_/_hour_Время пробуждения",0.0039257788915809475,0.0,0.0,0.0,0.0
Пол_Ж_*_Пол_М,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Пол_М,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Пол_М,0.0,0.0,0.14185575602163483,0.0,0.0
Пол_Ж_/_Пол_М,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Семья_в браке в настоящее время,0.05019945158013538,0.0,0.0,0.0,0.0
Пол_Ж_+_Семья_в браке в настоящее время,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Семья_в браке в настоящее время,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Семья_в браке в настоящее время,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Семья_в разводе,0.0,0.0,0.0,0.0,0.2548485499185302
Пол_Ж_+_Семья_в разводе,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Семья_в разводе,0.0,0.0,0.0,0.12718835017335958,0.0
Пол_Ж_/_Семья_в разводе,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Семья_вдовец / вдова,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Семья_вдовец / вдова,0.03299927797669652,0.0,0.0,0.0,0.0
Пол_Ж_-_Семья_вдовец / вдова,0.0,0.33631380737175304,0.0,0.0,0.0
Пол_Ж_/_Семья_вдовец / вдова,0.0,0.0,0.127709755069884,0.0,0.0
Пол_Ж_*_Семья_гражданский брак / проживание с партнером,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Семья_гражданский брак / проживание с партнером,0.011220504026578662,0.0,0.0,0.0370869042454479,0.10558723317634425
Пол_Ж_-_Семья_гражданский брак / проживание с партнером,0.048406599397478954,0.0,0.0,0.0,0.0
Пол_Ж_/_Семья_гражданский брак / проживание с партнером,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Семья_никогда не был(а) в браке,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Семья_никогда не был(а) в браке,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Семья_никогда не был(а) в браке,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Семья_никогда не был(а) в браке,0.0,0.10593774789200044,0.0,0.0,0.0
Пол_Ж_*_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.02957520030221152
Пол_Ж_/_Семья_раздельное проживание (официально не разведены),0.008405320321413397,0.0,0.0,0.0,0.0
"Пол_Ж_*_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_+_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_-_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_/_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Этнос_европейская,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Этнос_европейская,0.02540181564601534,0.0,0.15437726637302934,0.0,0.0
Пол_Ж_-_Этнос_европейская,0.0,0.23914231609319542,0.0,0.0,0.0
Пол_Ж_/_Этнос_европейская,0.0,0.0,0.0,0.0,0.0
"Пол_Ж_*_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_+_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_-_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Пол_Ж_/_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Армяне,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Армяне,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Армяне,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Армяне,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Белорусы,0.0,0.0,0.0,0.07611760569772662,0.0002375406828071656
Пол_Ж_-_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.11339777630413372
Пол_Ж_*_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Немцы,0.0,0.13895917711134245,0.0,0.0,0.0
Пол_Ж_/_Национальность_Немцы,0.015516067313731079,0.0,0.0,0.0,0.28193809001886994
Пол_Ж_*_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Русские,0.0,0.0,0.0,0.0,0.2466864214890422
Пол_Ж_*_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Татары,0.04098903271546783,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Татары,0.04643752703548652,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Национальность_Украинцы,0.006023986944795147,0.0,0.0,0.0,0.0
Пол_Ж_*_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.02462886955277281
Пол_Ж_/_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Религия_Атеист / агностик,0.01269629470916477,0.0,0.08631594983132912,0.16232722781529493,0.0
Пол_Ж_-_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Религия_Атеист / агностик,0.03857501691165386,0.0,0.1806936411911399,0.0,0.18231608871508273
Пол_Ж_*_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Религия_Ислам,0.0,0.3651088711563348,0.0,0.0,0.0
Пол_Ж_/_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Религия_Нет,0.0,0.0,0.03503330330873297,0.0,0.0
Пол_Ж_-_Религия_Нет,0.0,0.0,0.0,0.0,0.6464710820145082
Пол_Ж_/_Религия_Нет,0.0,0.0,0.0,0.44394178116197747,0.0
Пол_Ж_*_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Религия_Христианство,0.010252976058976133,0.0,0.0,0.0,0.0
Пол_Ж_-_Религия_Христианство,0.0,0.0,0.0,0.0,0.13485684475109516
Пол_Ж_/_Религия_Христианство,0.0,0.0,0.11359580828692169,0.0,0.0
Пол_Ж_*_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.14426009701460887
Пол_Ж_-_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.16757073560726846,0.14418225051435404,0.0,0.0
Пол_Ж_-_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Пол_Ж_/_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Пол_Ж_*_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Пол_Ж_+_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Пол_Ж_-_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
